position	functional_class	mitomap_class_loci	n_mitomap_class_loci	mitomap_all_loci	mitomap_all_descriptions	mitomap_source_revision	mitomap_source_url
116	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
117	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
118	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
119	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
120	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
121	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
122	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
123	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
124	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
125	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
126	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
127	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
128	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
129	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
130	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
131	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
132	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
133	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
134	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
135	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
136	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
137	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
138	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
139	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
140	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
141	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
142	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
143	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
144	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
145	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
146	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
147	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
148	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
149	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
150	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
151	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
152	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
153	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
154	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
155	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
156	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
157	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
158	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
159	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
160	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
161	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
162	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
163	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
164	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
165	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
166	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
167	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
168	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
169	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
170	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
171	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
172	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
173	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
174	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
175	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
176	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
177	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
178	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
179	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
180	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
181	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
182	control_region	MT-CR	1	MT-7SDNA;MT-ATT;MT-CR;MT-HV2;MT-OHR	7S DNA | H-strand origins | Hypervariable segment 2 [classic:73-340 ] | entire Control Region (including displacement loop) | membrane attachment site	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
